row_index,a,op,b,c,prompt,freq_a,freq_b,freq_c,freq_prompt,log_freq_a,log_freq_b,log_freq_c,log_freq_prompt,target,target_text,target_num_tokens,target_logprob,avg_target_logprob,model,mean_logprob_per_example,mean_logprob_per_token
133508561,9,-,6,3,9 - 6 =,3708,7366,10255,123,3.56925683332861,3.867290669854884,4.010978012174742,2.093421685162235,3,3,1,-11.0625,-11.0625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
125979148,19,-,12,7,19 - 12 =,640,2917,5056,14,2.8068580295188172,3.4650852875574327,3.7038929536325447,1.1760912590556813,7,7,1,-11.9296875,-11.9296875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
107141624,675,+,1709,2384,675 + 1709 =,15,2,2,1,1.2041199826559248,0.47712125471966244,0.47712125471966244,0.3010299956639812,2384,2384,2,-17.890625,-8.9453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
134308954,5,-,5,0,5 - 5 =,8401,10853,12269,359,3.924382677201973,4.035589817243458,4.0888445627270045,2.5563025007672873,0,0,1,-9.6875,-9.6875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
64637343,74,-,50,24,74 - 50 =,83,1149,1631,1,1.9242792860618816,3.060697840353612,3.2127201544178425,0.3010299956639812,24,24,1,-12.9453125,-12.9453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
94739583,53,-,38,15,53 - 38 =,157,200,2086,2,2.1986570869544226,2.303196057420489,3.3195224490654542,0.47712125471966244,15,15,1,-13.8046875,-13.8046875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
90198754,365,*,14,5110,365 * 14 =,115,1127,1,1,2.0644579892269186,3.0523090996473234,0.3010299956639812,0.3010299956639812,5110,5110,2,-19.5625,-9.78125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
66350447,12345679,*,36,444444444,12345679 * 36 =,46,516,2,1,1.6720978579357175,2.7134905430939424,0.47712125471966244,0.3010299956639812,444444444,444444444,4,-19.78125,-4.9453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
86687337,80,*,320,25600,80 * 320 =,500,38,9,1,2.699837725867246,1.591064607026499,1.0,0.3010299956639812,25600,25600,2,-14.2890625,-7.14453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
67786576,400000,/,16000,25,400000 / 16000 =,7,7,1296,1,0.9030899869919435,0.9030899869919435,3.11293997608408,0.3010299956639812,25,25,1,-13.3046875,-13.3046875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
65607031,5000,*,12,60000,5000 * 12 =,122,2917,32,2,2.089905111439398,3.4650852875574327,1.5185139398778875,0.47712125471966244,60000,60000,2,-18.453125,-9.2265625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
23522860,784,*,625,490000,784 * 625 =,11,28,3,1,1.0791812460476249,1.462397997898956,0.6020599913279624,0.3010299956639812,490000,490000,2,-17.671875,-8.8359375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
105197078,56,-,52,4,56 - 52 =,228,162,15270,2,2.359835482339888,2.2121876044039577,4.183867477152165,0.47712125471966244,4,4,1,-12.40625,-12.40625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
72271363,64,+,80,144,64 + 80 =,840,366,302,2,2.924795995797912,2.5646660642520893,2.481442628502305,0.47712125471966244,144,144,1,-13.3125,-13.3125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
131880714,29,/,29,1,29 / 29 =,276,337,8225,2,2.4424797690644486,2.5289167002776547,3.9151887051731564,0.47712125471966244,1,1,1,-11.8828125,-11.8828125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
51643078,47000,-,41000,6000,47000 - 41000 =,2,4,88,1,0.47712125471966244,0.6989700043360189,1.9493900066449128,0.3010299956639812,6000,6000,1,-10.0625,-10.0625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
132328737,62,/,2,31,62 / 2 =,117,28880,283,4,2.0718820073061255,4.460612226534829,2.4533183400470375,0.6989700043360189,31,31,1,-12.453125,-12.453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
21958215,192,*,8,1536,192 * 8 =,139,6642,52,1,2.146128035678238,3.8223642524415493,1.7242758696007892,0.3010299956639812,1536,1536,2,-15.828125,-7.9140625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
126418712,18,+,2,20,18 + 2 =,1123,28880,2291,29,3.0507663112330423,4.460612226534829,3.3602146132953523,1.4771212547196624,20,20,1,-15.1171875,-15.1171875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
104419447,248,+,115,363,248 + 115 =,27,44,17,1,1.4471580313422192,1.6532125137753437,1.255272505103306,0.3010299956639812,363,363,1,-13.1953125,-13.1953125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
68278889,2520,/,24,105,2520 / 24 =,16,1119,185,1,1.2304489213782739,3.0492180226701815,2.2695129442179165,0.3010299956639812,105,105,1,-11.1171875,-11.1171875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
133971349,250,-,25,225,250 - 25 =,214,1158,107,2,2.3324384599156054,3.064083435963596,2.03342375548695,0.47712125471966244,225,225,1,-11.2421875,-11.2421875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
41560522,65536,-,16,65520,65536 - 16 =,81,2263,5,1,1.9138138523837167,3.354876422516234,0.7781512503836436,0.3010299956639812,65520,65520,2,-17.1875,-8.59375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
86760835,23,*,20,460,23 * 20 =,494,2293,18,1,2.694605198933569,3.360593413565249,1.2787536009528289,0.3010299956639812,460,460,1,-11.0234375,-11.0234375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
89280241,140,+,315,455,140 + 315 =,130,17,19,1,2.1172712956557644,1.255272505103306,1.3010299956639813,0.3010299956639812,455,455,1,-12.2578125,-12.2578125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
60819915,47,-,22,25,47 - 22 =,161,592,1296,1,2.2095150145426308,2.7730546933642626,3.11293997608408,0.3010299956639812,25,25,1,-13.015625,-13.015625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
104443880,0,/,26,0,0 / 26 =,9343,438,12269,3,3.9705328297683242,2.6424645202421213,4.0888445627270045,0.6020599913279624,0,0,1,-11.6171875,-11.6171875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
46480031,102102,-,1900,100202,102102 - 1900 =,1,19,1,1,0.3010299956639812,1.3010299956639813,0.3010299956639812,0.3010299956639812,100202,100202,2,-22.546875,-11.2734375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
125894806,214026004,-,3,214026001,214026004 - 3 =,1,18022,5,1,0.3010299956639812,4.2558270827032345,0.7781512503836436,0.3010299956639812,214026001,214026001,4,-17.15625,-4.2890625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
97627459,301,-,76,225,301 - 76 =,14,83,107,1,1.1760912590556813,1.9242792860618816,2.03342375548695,0.3010299956639812,225,225,1,-12.578125,-12.578125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
110844218,154,*,256,39424,154 * 256 =,45,337,1,1,1.662757831681574,2.5289167002776547,0.3010299956639812,0.3010299956639812,39424,39424,2,-14.6875,-7.34375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
16207686,207,-,189,18,207 - 189 =,21,25,1433,1,1.3424226808222062,1.414973347970818,3.1565491513317814,0.3010299956639812,18,18,1,-14.5625,-14.5625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
75008031,64,*,11,704,64 * 11 =,840,1770,13,1,2.924795995797912,3.248218561190075,1.146128035678238,0.3010299956639812,704,704,1,-10.9609375,-10.9609375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
127636593,16777216,-,16777216,0,16777216 - 16777216 =,10,5,12269,1,1.041392685158225,0.7781512503836436,4.0888445627270045,0.3010299956639812,0,0,1,-8.6015625,-8.6015625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
66871355,12500,-,4000,8500,12500 - 4000 =,3,71,8,1,0.6020599913279624,1.8573324964312685,0.9542425094393249,0.3010299956639812,8500,8500,2,-12.90625,-6.453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
108376699,120,-,128,-8,120 - 128 =,532,293,288,1,2.7267272090265724,2.4683473304121573,2.4608978427565478,0.3010299956639812,-8,-8,2,-17.1875,-8.59375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
4933665,440,+,1572,2012,440 + 1572 =,32,1,21,1,1.5185139398778875,0.3010299956639812,1.3424226808222062,0.3010299956639812,2012,2012,1,-14.4609375,-14.4609375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
31661955,17,+,34,51,17 + 34 =,846,307,199,1,2.9278834103307068,2.4885507165004443,2.3010299956639813,0.3010299956639812,51,51,1,-13.140625,-13.140625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
54134511,585,/,13,45,585 / 13 =,3,1266,561,1,0.6020599913279624,3.1027766148834415,2.749736315569061,0.3010299956639812,45,45,1,-12.28125,-12.28125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
74840640,4,*,-1,-4,4 * -1 =,11121,295,2724,1,4.046182890740882,2.4712917110589387,3.4353665066126613,0.3010299956639812,-4,-4,2,-16.21875,-8.109375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
55130405,33,+,27,60,33 + 27 =,295,501,921,1,2.4712917110589387,2.7007037171450192,2.9647309210536292,0.3010299956639812,60,60,1,-14.59375,-14.59375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
66880702,102,+,66,168,102 + 66 =,61,110,134,1,1.792391689498254,2.0453229787866576,2.130333768495006,0.3010299956639812,168,168,1,-12.7109375,-12.7109375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
85808250,14423,+,577,15000,14423 + 577 =,1,8,42,1,0.3010299956639812,0.9542425094393249,1.6334684555795866,0.3010299956639812,15000,15000,2,-21.59375,-10.796875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
7099579,45717,-,45709,8,45717 - 45709 =,1,1,4817,1,0.3010299956639812,0.3010299956639812,3.6828667956623247,0.3010299956639812,8,8,1,-14.7734375,-14.7734375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
134274510,3,*,4,12,3 * 4 =,14276,14623,3890,461,4.15463695951842,4.165066178389756,3.5900612308037427,2.6646419755561257,12,12,1,-13.453125,-13.453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
122793589,66,*,66,4356,66 * 66 =,151,110,7,3,2.1818435879447726,2.0453229787866576,0.9030899869919435,0.6020599913279624,4356,4356,2,-18.125,-9.0625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
86179340,270,/,90,3,270 / 90 =,64,306,10255,1,1.8129133566428555,2.4871383754771865,4.010978012174742,0.3010299956639812,3,3,1,-14.640625,-14.640625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
113518109,132,+,272,404,132 + 272 =,58,14,8,1,1.7708520116421442,1.1760912590556813,0.9542425094393249,0.3010299956639812,404,404,1,-14.9296875,-14.9296875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
76985778,70,+,0,70,70 + 0 =,347,8250,368,1,2.5415792439465807,3.9165065871151556,2.56702636615906,0.3010299956639812,70,70,1,-13.015625,-13.015625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
132112458,17,-,14,3,17 - 14 =,846,1127,10255,22,2.9278834103307068,3.0523090996473234,4.010978012174742,1.3617278360175928,3,3,1,-12.53125,-12.53125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
67493957,41,+,58,99,41 + 58 =,207,121,167,2,2.3180633349627615,2.0863598306747484,2.225309281725863,0.47712125471966244,99,99,1,-14.1953125,-14.1953125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
105370995,15,+,60,75,15 + 60 =,1727,1042,283,5,3.2375437381428744,3.018284308426531,2.4533183400470375,0.7781512503836436,75,75,1,-12.4765625,-12.4765625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
120876220,2012,-,256,1756,2012 - 256 =,38,337,2,1,1.591064607026499,2.5289167002776547,0.47712125471966244,0.3010299956639812,1756,1756,2,-19.4375,-9.71875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
36464446,220,+,8,228,220 + 8 =,148,6642,23,1,2.173186268412274,3.8223642524415493,1.380211241711606,0.3010299956639812,228,228,1,-12.9453125,-12.9453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
16697746,5000,+,20000,25000,5000 + 20000 =,122,33,35,1,2.089905111439398,1.5314789170422551,1.5563025007672873,0.3010299956639812,25000,25000,2,-14.4453125,-7.22265625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
132791828,220240440,+,190733816,410974256,220240440 + 190733816 =,1,1,1,1,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,410974256,410974256,4,-31.828125,-7.95703125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
112204588,1660,*,100,166000,1660 * 100 =,3,1776,1,1,0.6020599913279624,3.2496874278053016,0.3010299956639812,0.3010299956639812,166000,166000,2,-15.875,-7.9375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
72020952,54,*,3,162,54 * 3 =,240,18022,64,3,2.3820170425748683,4.2558270827032345,1.8129133566428555,0.6020599913279624,162,162,1,-9.6796875,-9.6796875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
98498182,32,+,25,57,32 + 25 =,1121,1158,165,3,3.0499928569201424,3.064083435963596,2.220108088040055,0.6020599913279624,57,57,1,-12.6484375,-12.6484375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
84387585,1000,/,40,25,1000 / 40 =,660,888,1296,13,2.82020145948564,2.9489017609702137,3.11293997608408,1.146128035678238,25,25,1,-12.671875,-12.671875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
110371110,-200,+,203,3,-200 + 203 =,8,12,10255,1,0.9542425094393249,1.1139433523068367,4.010978012174742,0.3010299956639812,3,3,1,-12.3828125,-12.3828125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
34833139,216,-,36,180,216 - 36 =,58,516,413,1,1.7708520116421442,2.7134905430939424,2.617000341120899,0.3010299956639812,180,180,1,-14.0859375,-14.0859375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
23560135,848,/,106,8,848 / 106 =,3,42,4817,1,0.6020599913279624,1.6334684555795866,3.6828667956623247,0.3010299956639812,8,8,1,-12.9140625,-12.9140625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
122189016,153600,/,1024,150,153600 / 1024 =,1,269,336,1,0.3010299956639812,2.4313637641589874,2.5276299008713385,0.3010299956639812,150,150,1,-11.578125,-11.578125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
83683455,-431,+,418,-13,-431 + 418 =,1,7,108,1,0.3010299956639812,0.9030899869919435,2.037426497940624,0.3010299956639812,-13,-13,2,-19.1875,-9.59375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
116223617,54,-,52,2,54 - 52 =,240,162,15071,2,2.3820170425748683,2.2121876044039577,4.178170885448802,0.47712125471966244,2,2,1,-12.828125,-12.828125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
131693968,4,*,365,1460,4 * 365 =,11121,100,16,4,4.046182890740882,2.0043213737826426,1.2304489213782739,0.6989700043360189,1460,1460,2,-15.09375,-7.546875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
97729280,-27,+,22,-5,-27 + 22 =,76,592,2418,2,1.8864907251724818,2.7730546933642626,3.3836358683618797,0.47712125471966244,-5,-5,2,-16.5,-8.25,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
84256382,15,+,130,145,15 + 130 =,1727,69,59,1,3.2375437381428744,1.845098040014257,1.7781512503836436,0.3010299956639812,145,145,1,-13.1796875,-13.1796875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
125161431,15,+,47,62,15 + 47 =,1727,154,122,1,3.2375437381428744,2.1903316981702914,2.089905111439398,0.3010299956639812,62,62,1,-13.6015625,-13.6015625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
132827446,14000,-,150,13850,14000 - 150 =,5,243,1,1,0.7781512503836436,2.3873898263387296,0.3010299956639812,0.3010299956639812,13850,13850,2,-19.25,-9.625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
130786389,3,*,27,81,3 * 27 =,14276,501,265,6,4.15463695951842,2.7007037171450192,2.424881636631067,0.8450980400142568,81,81,1,-12.4140625,-12.4140625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
67270237,745,+,24,769,745 + 24 =,3,1119,2,1,0.6020599913279624,3.0492180226701815,0.47712125471966244,0.3010299956639812,769,769,2,-19.125,-9.5625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
107301304,235,+,111,346,235 + 111 =,29,92,8,1,1.4771212547196624,1.968482948553935,0.9542425094393249,0.3010299956639812,346,346,1,-13.6875,-13.6875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
133657083,19,*,263,4997,19 * 263 =,640,16,1,1,2.8068580295188172,1.2304489213782739,0.3010299956639812,0.3010299956639812,4997,4997,2,-20.171875,-10.0859375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
66532902,176,-,2,174,176 - 2 =,33,28880,46,1,1.5314789170422551,4.460612226534829,1.6720978579357175,0.3010299956639812,174,174,1,-13.9609375,-13.9609375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
5606125,73728,/,64,1152,73728 / 64 =,3,602,29,1,0.6020599913279624,2.780317312140151,1.4771212547196624,0.3010299956639812,1152,1152,2,-14.03125,-7.015625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
131774229,101812,-,83474,18338,101812 - 83474 =,2,2,1,1,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.3010299956639812,18338,18338,2,-20.796875,-10.3984375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
131991816,300,*,2500,750000,300 * 2500 =,449,42,6,1,2.6532125137753435,1.6334684555795866,0.8450980400142568,0.3010299956639812,750000,750000,2,-14.21875,-7.109375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
114219981,853,-,358,495,853 - 358 =,4,11,26,1,0.6989700043360189,1.0791812460476249,1.4313637641589874,0.3010299956639812,495,495,1,-12.4453125,-12.4453125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
85927981,1080,+,4680,5760,1080 + 4680 =,39,2,10,2,1.6020599913279625,0.47712125471966244,1.041392685158225,0.47712125471966244,5760,5760,2,-13.453125,-6.7265625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
111292008,75,+,57,132,75 + 57 =,242,120,114,3,2.385606273598312,2.08278537031645,2.060697840353612,0.6020599913279624,132,132,1,-10.8671875,-10.8671875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
71719619,-52,+,26,-26,-52 + 26 =,16,438,32,1,1.2304489213782739,2.6424645202421213,1.5185139398778875,0.3010299956639812,-26,-26,2,-17.796875,-8.8984375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
87970725,27,+,50,77,27 + 50 =,537,1149,179,1,2.7307822756663893,3.060697840353612,2.255272505103306,0.3010299956639812,77,77,1,-11.09375,-11.09375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
38769894,2017,-,1906,111,2017 - 1906 =,29,2,121,1,1.4771212547196624,0.47712125471966244,2.0863598306747484,0.3010299956639812,111,111,1,-15.0,-15.0,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
3714157,306,-,29,277,306 - 29 =,17,337,7,1,1.255272505103306,2.5289167002776547,0.9030899869919435,0.3010299956639812,277,277,1,-14.265625,-14.265625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
106855729,20,*,83,1660,20 * 83 =,2217,58,1,1,3.3459615418131414,1.7708520116421442,0.3010299956639812,0.3010299956639812,1660,1660,2,-17.65625,-8.828125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
63220407,249,+,3,252,249 + 3 =,8,18022,58,1,0.9542425094393249,4.2558270827032345,1.7708520116421442,0.3010299956639812,252,252,1,-12.03125,-12.03125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
52849656,84,*,286,24024,84 * 286 =,133,14,1,1,2.1271047983648077,1.1760912590556813,0.3010299956639812,0.3010299956639812,24024,24024,2,-17.15625,-8.578125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
107501932,38174,+,86,38260,38174 + 86 =,1,65,1,1,0.3010299956639812,1.8195439355418688,0.3010299956639812,0.3010299956639812,38260,38260,2,-21.71875,-10.859375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
132125947,142857,*,7,999999,142857 * 7 =,64,5566,6,2,1.8129133566428555,3.7456212213069384,0.8450980400142568,0.47712125471966244,999999,999999,2,-14.6875,-7.34375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
4278395,24,*,37,888,24 * 37 =,1436,209,18,1,3.157456768134226,2.322219294733919,1.2787536009528289,0.3010299956639812,888,888,1,-12.1484375,-12.1484375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
46550584,4,-,17,-13,4 - 17 =,11121,917,108,2,4.046182890740882,2.9628426812012423,2.037426497940624,0.47712125471966244,-13,-13,2,-18.46875,-9.234375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
29976634,5042631,-,3723875,1318756,5042631 - 3723875 =,172,1,1,1,2.2380461031287955,0.3010299956639812,0.3010299956639812,0.3010299956639812,1318756,1318756,3,-26.8125,-8.9375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
118006634,9222005135008064,-,9222005135007686,378,9222005135008064 - 9222005135007686 =,1,1,18,1,0.3010299956639812,0.3010299956639812,1.2787536009528289,0.3010299956639812,378,378,1,-13.8046875,-13.8046875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
103890899,102,-,97,5,102 - 97 =,61,91,8658,1,1.792391689498254,1.9637878273455553,3.9374677396433775,0.3010299956639812,5,5,1,-11.9140625,-11.9140625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
3449188,234441648,-,234441279,369,234441648 - 234441279 =,1,1,18,1,0.3010299956639812,0.3010299956639812,1.2787536009528289,0.3010299956639812,369,369,1,-13.3046875,-13.3046875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
127368681,47,*,11,517,47 * 11 =,161,1770,12,3,2.2095150145426308,3.248218561190075,1.1139433523068367,0.6020599913279624,517,517,1,-10.3046875,-10.3046875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
27638549,126,-,45,81,126 - 45 =,80,419,265,1,1.9084850188786497,2.6232492903979003,2.424881636631067,0.3010299956639812,81,81,1,-14.375,-14.375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
131988857,69,-,64,5,69 - 64 =,95,602,8658,2,1.9822712330395684,2.780317312140151,3.9374677396433775,0.47712125471966244,5,5,1,-12.25,-12.25,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
96411639,197,+,53,250,197 + 53 =,13,112,189,1,1.146128035678238,2.05307844348342,2.278753600952829,0.3010299956639812,250,250,1,-14.34375,-14.34375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
103903810,272,-,16,256,272 - 16 =,25,2263,361,1,1.414973347970818,3.354876422516234,2.558708570533166,0.3010299956639812,256,256,1,-15.1953125,-15.1953125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
114953917,54,-,48,6,54 - 48 =,240,476,6580,5,2.3820170425748683,2.678518379040114,3.818291890799996,0.7781512503836436,6,6,1,-12.6875,-12.6875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
17529845,360,+,4,364,360 + 4 =,405,14623,43,1,2.6085260335771943,4.165066178389756,1.6434526764861874,0.3010299956639812,364,364,1,-11.046875,-11.046875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
114819786,-534,+,530,-4,-534 + 530 =,2,6,2724,1,0.47712125471966244,0.8450980400142568,3.4353665066126613,0.3010299956639812,-4,-4,2,-16.109375,-8.0546875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
81163304,49,*,2000,98000,49 * 2000 =,330,113,6,1,2.519827993775719,2.0569048513364727,0.8450980400142568,0.3010299956639812,98000,98000,2,-15.6328125,-7.81640625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
115663444,5,*,67108864,335544320,5 * 67108864 =,8401,34,2,1,3.924382677201973,1.5440680443502757,0.47712125471966244,0.3010299956639812,335544320,335544320,4,-17.53125,-4.3828125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
24437889,378,*,5,1890,378 * 5 =,12,10853,2,1,1.1139433523068367,4.035589817243458,0.47712125471966244,0.3010299956639812,1890,1890,2,-16.1875,-8.09375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
45992536,-37,+,34,-3,-37 + 34 =,27,307,2716,1,1.4471580313422192,2.4885507165004443,3.4340896384178907,0.3010299956639812,-3,-3,2,-16.59375,-8.296875,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
47701494,512,-,10,502,512 - 10 =,258,4789,10,1,2.413299764081252,3.680335513414563,1.041392685158225,0.3010299956639812,502,502,1,-12.3515625,-12.3515625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
101047625,6537,-,6535,2,6537 - 6535 =,1,1,15071,1,0.3010299956639812,0.3010299956639812,4.178170885448802,0.3010299956639812,2,2,1,-12.890625,-12.890625,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
19804804,73,-,31,42,73 - 31 =,76,303,551,1,1.8864907251724818,2.482873583608754,2.741939077729199,0.3010299956639812,42,42,1,-14.34375,-14.34375,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
75291476,78,+,8,86,78 + 8 =,120,6642,80,3,2.08278537031645,3.8223642524415493,1.9084850188786497,0.6020599913279624,86,86,1,-14.3125,-14.3125,EleutherAI/pythia-2.8b-deduped,-15.185553515625,-9.990495733963815
